public_date,gicdesc,NFIRM,indret_ew,indret_vw,gpm_Median,npm_Median,roa_Median,roe_Median,debt_assets_Median
2024-02-29,Energy,156,0.02723,0.034625,0.39,0.088,0.158,0.122,0.476
2024-02-29,Financials,608,-0.002131,0.042684,0.587,0.139,0.021,0.094,0.886
2024-02-29,Health Care,924,0.12828,0.041962,0.381,-0.688,-0.337,-0.454,0.434
2024-02-29,Industrials,546,0.060779,0.069224,0.288,0.034,0.101,0.079,0.579
2024-02-29,Information Technology,486,0.065539,0.062603,0.536,-0.045,0.035,-0.037,0.478
2024-02-29,Materials,149,0.044001,0.046172,0.253,0.043,0.095,0.059,0.498
2024-02-29,Real Estate,47,-0.039318,0.025942,0.218,-0.053,0.006,-0.035,0.455
2024-02-29,Utilities,71,0.009831,0.015049,0.355,0.119,0.075,0.07,0.695
2024-03-31,Communication Services,169,-0.006298,0.027873,0.502,-0.014,0.063,-0.048,0.593
2024-03-31,Consumer Discretionary,440,0.017021,0.005304,0.356,0.027,0.088,0.081,0.66
2024-03-31,Consumer Staples,154,0.014841,0.033138,0.322,0.024,0.101,0.084,0.583
2024-03-31,Energy,156,0.0915,0.100621,0.39,0.088,0.158,0.126,0.476
2024-03-31,Financials,607,0.03096,0.049996,0.587,0.139,0.021,0.094,0.886
2024-03-31,Health Care,920,0.01853,0.021327,0.383,-0.679,-0.334,-0.45,0.433
2024-03-31,Industrials,545,0.037058,0.044742,0.288,0.034,0.101,0.079,0.579
2024-03-31,Information Technology,485,0.013799,0.019499,0.533,-0.046,0.035,-0.037,0.483
2024-03-31,Materials,149,0.090332,0.08494,0.253,0.043,0.095,0.059,0.498
2024-03-31,Real Estate,47,-0.033962,0.045199,0.218,-0.045,0.006,-0.008,0.455
2024-03-31,Utilities,71,0.040928,0.068928,0.355,0.119,0.075,0.07,0.695
2024-04-30,Communication Services,168,-0.045808,-0.043557,0.502,-0.014,0.065,-0.05,0.594
2024-04-30,Consumer Discretionary,439,-0.081087,-0.047751,0.356,0.027,0.088,0.076,0.659
2024-04-30,Consumer Staples,154,-0.04962,-0.013172,0.317,0.025,0.102,0.092,0.583
2024-04-30,Energy,154,0.010006,-0.004911,0.388,0.088,0.162,0.126,0.476
2024-04-30,Financials,604,-0.056005,-0.044324,0.586,0.139,0.021,0.094,0.886
2024-04-30,Health Care,921,-0.108724,-0.053831,0.385,-0.673,-0.335,-0.448,0.432
2024-04-30,Industrials,544,-0.071786,-0.044657,0.288,0.034,0.101,0.08,0.579
2024-04-30,Information Technology,485,-0.070188,-0.054592,0.532,-0.045,0.035,-0.034,0.48
2024-04-30,Materials,149,-0.034728,-0.039334,0.253,0.047,0.095,0.06,0.498
2024-04-30,Real Estate,46,-0.083408,-0.086981,0.223,-0.042,0.009,-0.007,0.453
2024-04-30,Utilities,71,-0.007357,0.015838,0.355,0.119,0.075,0.07,0.695
2024-05-31,Communication Services,172,0.053135,0.06647,0.507,-0.043,0.064,-0.061,0.594
2024-05-31,Consumer Discretionary,435,0.131196,0.009393,0.356,0.026,0.088,0.071,0.655
2024-05-31,Consumer Staples,154,0.050683,0.030641,0.328,0.027,0.104,0.084,0.583
2024-05-31,Energy,154,0.036451,0.001847,0.38,0.074,0.153,0.101,0.487
2024-05-31,Financials,602,0.047304,0.033104,0.556,0.13,0.021,0.093,0.887
2024-05-31,Health Care,916,0.020062,0.024139,0.35,-0.672,-0.342,-0.51,0.406
2024-05-31,Industrials,539,0.044001,0.019074,0.287,0.036,0.1,0.077,0.578
2024-05-31,Information Technology,492,0.028827,0.092774,0.534,-0.039,0.033,-0.042,0.483
2024-05-31,Materials,149,0.071529,0.046307,0.247,0.036,0.09,0.054,0.505
2024-05-31,Real Estate,46,0.01869,-0.016243,0.228,-0.057,0.013,-0.016,0.473
2024-05-31,Utilities,72,0.059175,0.085088,0.367,0.126,0.077,0.075,0.696
2024-06-30,Communication Services,171,-0.012257,0.041731,0.509,-0.043,0.066,-0.061,0.599
2024-06-30,Consumer Discretionary,435,-0.034945,0.039104,0.356,0.025,0.088,0.069,0.658
2024-06-30,Consumer Staples,154,-0.020115,-0.00111,0.328,0.028,0.104,0.084,0.583
2024-06-30,Energy,154,-0.041946,-0.01623,0.38,0.075,0.153,0.101,0.487
2024-06-30,Financials,602,0.006167,-0.00586,0.556,0.13,0.021,0.093,0.887
2024-06-30,Health Care,912,-0.06373,0.019977,0.35,-0.62,-0.34,-0.506,0.4
2024-06-30,Industrials,541,-0.042257,-0.012659,0.288,0.036,0.101,0.077,0.58
2024-06-30,Information Technology,491,0.014611,0.090744,0.534,-0.035,0.036,-0.043,0.48
2024-06-30,Materials,149,-0.102022,-0.052348,0.247,0.036,0.09,0.054,0.505
2024-06-30,Real Estate,47,0.011122,-0.019461,0.228,-0.061,0.007,-0.032,0.489
2024-06-30,Utilities,71,-0.036149,-0.052694,0.369,0.126,0.077,0.074,0.696
2024-07-31,Communication Services,170,0.064042,-0.02907,0.513,-0.035,0.064,-0.059,0.597
2024-07-31,Consumer Discretionary,433,0.074486,0.023073,0.356,0.026,0.087,0.069,0.657
2024-07-31,Consumer Staples,155,0.035052,0.019462,0.328,0.028,0.104,0.083,0.586
2024-07-31,Energy,150,0.048748,0.022691,0.379,0.074,0.153,0.099,0.482
2024-07-31,Financials,597,0.135479,0.071738,0.556,0.13,0.021,0.093,0.887
2024-07-31,Health Care,908,0.091317,0.031071,0.353,-0.609,-0.34,-0.506,0.4
2024-07-31,Industrials,542,0.068622,0.056722,0.289,0.036,0.1,0.077,0.58
2024-07-31,Information Technology,489,0.035809,-0.019982,0.537,-0.035,0.037,-0.042,0.477
2024-07-31,Materials,148,0.081543,0.05587,0.249,0.036,0.09,0.055,0.505
2024-07-31,Real Estate,46,0.103747,0.155362,0.228,-0.061,0.012,-0.027,0.473
2024-07-31,Utilities,71,0.099993,0.070035,0.369,0.126,0.077,0.074,0.696
2024-08-31,Communication Services,171,-0.02321,0.028386,0.501,-0.037,0.061,-0.075,0.614
2024-08-31,Consumer Discretionary,432,-0.037378,-0.008158,0.355,0.023,0.09,0.068,0.649
2024-08-31,Consumer Staples,153,-0.007538,0.060467,0.355,0.029,0.107,0.083,0.582
2024-08-31,Energy,149,-0.057088,-0.020731,0.378,0.075,0.14,0.078,0.485
2024-08-31,Financials,594,0.006479,0.033163,0.533,0.12,0.021,0.089,0.886
2024-08-31,Health Care,902,-0.029588,0.049958,0.358,-0.644,-0.342,-0.53,0.411
2024-08-31,Industrials,541,-0.03278,0.018343,0.295,0.035,0.099,0.08,0.578
2024-08-31,Information Technology,486,-0.027071,0.013138,0.545,-0.028,0.035,-0.034,0.472
2024-08-31,Materials,147,-0.039905,-0.002406,0.249,0.039,0.09,0.062,0.501
2024-08-31,Real Estate,47,-0.026191,0.010442,0.236,-0.051,0.015,-0.018,0.457
2024-08-31,Utilities,71,0.004955,0.042911,0.369,0.129,0.078,0.075,0.698
2024-09-30,Communication Services,170,0.000526,0.05074,0.501,-0.039,0.061,-0.077,0.614
2024-09-30,Consumer Discretionary,430,0.024774,0.066778,0.357,0.023,0.09,0.066,0.648
2024-09-30,Consumer Staples,151,-0.014587,0.011934,0.355,0.029,0.102,0.083,0.579
2024-09-30,Energy,149,-0.014934,-0.027107,0.378,0.075,0.145,0.078,0.485
2024-09-30,Financials,594,0.002201,-0.001473,0.533,0.12,0.021,0.089,0.886
2024-09-30,Health Care,898,-0.024105,-0.017078,0.356,-0.641,-0.341,-0.525,0.411
2024-09-30,Industrials,540,0.023192,0.029414,0.295,0.035,0.099,0.08,0.577
2024-09-30,Information Technology,484,0.011887,0.027371,0.55,-0.028,0.035,-0.03,0.469
2024-09-30,Materials,146,0.040796,0.043382,0.246,0.04,0.09,0.063,0.501
2024-09-30,Real Estate,45,0.046271,0.024397,0.253,-0.029,0.023,-0.017,0.446
2024-09-30,Utilities,72,0.042043,0.062064,0.367,0.13,0.078,0.075,0.697
2024-10-31,Communication Services,169,0.033606,0.022772,0.501,-0.037,0.062,-0.077,0.614
2024-10-31,Consumer Discretionary,427,-0.041466,-0.019036,0.357,0.023,0.089,0.067,0.649
2024-10-31,Consumer Staples,149,-0.032517,-0.023546,0.351,0.029,0.101,0.079,0.577
2024-10-31,Energy,145,0.025399,0.012554,0.394,0.08,0.147,0.085,0.484
2024-10-31,Financials,593,0.023828,0.034069,0.534,0.12,0.021,0.089,0.886
2024-10-31,Health Care,895,0.012632,-0.044358,0.357,-0.649,-0.34,-0.513,0.41
2024-10-31,Industrials,538,-0.010246,-0.007997,0.298,0.036,0.101,0.08,0.576
2024-10-31,Information Technology,477,-0.001402,-0.005964,0.552,-0.026,0.035,-0.029,0.468
2024-10-31,Materials,146,-0.013891,-0.030607,0.246,0.038,0.09,0.063,0.501
2024-10-31,Real Estate,46,-0.04079,-0.014803,0.251,-0.037,0.022,-0.026,0.446
2024-10-31,Utilities,72,0.003836,-0.009576,0.367,0.13,0.078,0.075,0.697
2024-11-30,Communication Services,169,0.069426,0.045935,0.518,-0.048,0.07,-0.065,0.624
2024-11-30,Consumer Discretionary,427,0.067022,0.129471,0.361,0.022,0.09,0.068,0.652
2024-11-30,Consumer Staples,150,0.080987,0.057336,0.354,0.028,0.101,0.073,0.579
2024-11-30,Energy,146,0.111003,0.083609,0.383,0.077,0.125,0.082,0.478
2024-11-30,Financials,594,0.134907,0.119551,0.529,0.115,0.021,0.091,0.884
2024-11-30,Health Care,895,0.04051,0.008003,0.366,-0.586,-0.343,-0.513,0.41
2024-11-30,Industrials,534,0.163242,0.079777,0.298,0.039,0.101,0.081,0.577
2024-11-30,Information Technology,470,0.181216,0.060154,0.551,-0.024,0.038,-0.026,0.463
2024-11-30,Materials,146,0.045977,0.026988,0.247,0.037,0.094,0.057,0.501
2024-11-30,Real Estate,46,0.04392,0.054704,0.239,-0.037,0.018,-0.027,0.454
2024-11-30,Utilities,73,0.067985,0.042116,0.374,0.127,0.077,0.075,0.699
2024-12-31,Communication Services,167,-0.01051,0.006723,0.523,-0.047,0.07,-0.057,0.626
2024-12-31,Consumer Discretionary,423,-0.028527,0.013832,0.363,0.022,0.09,0.068,0.651
2024-12-31,Consumer Staples,148,-0.027377,-0.047243,0.355,0.029,0.104,0.076,0.58
2024-12-31,Energy,145,-0.054435,-0.0871,0.383,0.079,0.135,0.085,0.475
2024-12-31,Financials,597,-0.065875,-0.057954,0.529,0.115,0.021,0.091,0.884
2024-12-31,Health Care,891,-0.062122,-0.065413,0.378,-0.56,-0.341,-0.513,0.408
2024-12-31,Industrials,535,-0.027393,-0.082593,0.298,0.038,0.101,0.079,0.577
2024-12-31,Information Technology,471,0.081482,0.007626,0.553,-0.024,0.038,-0.024,0.467
2024-12-31,Materials,145,-0.072179,-0.115997,0.247,0.037,0.095,0.057,0.5
2024-12-31,Real Estate,46,-0.102188,-0.097802,0.239,-0.037,0.018,-0.027,0.454
2024-12-31,Utilities,72,-0.074541,-0.079193,0.375,0.125,0.078,0.075,0.7
