Ticker,datadate,gsector,,,,,
ROL,2024-06-30,20,,,,,
RGLD,2024-06-30,15,,,,,
R,2024-06-30,20,,,,,
SEIC,2024-06-30,40,,,,,
PGNT,2024-06-30,45,,,,,
HTO,2024-06-30,55,,,,,
PVCT,2024-06-30,35,,,,,
SBR,2024-06-30,10,,,,,
SJT,2024-06-30,10,,,,,
SLB,2024-06-30,10,,,,,
SCND,2024-06-30,35,,,,,
HKHC,2024-06-30,30,,,,,
SEB,2024-06-30,30,,,,,
APPS,2024-06-30,45,,,,,
SEE,2024-06-30,15,,,,,
SCI,2024-06-30,25,,,,,
SVT,2024-06-30,20,,,,,
SHEN,2024-06-30,50,,,,,
SHW,2024-06-30,15,,,,,
SRP1,2024-06-30,55,,,,,
SIF,2024-06-30,20,,,,,
MUX,2024-06-30,15,,,,,
AOS,2024-06-30,20,,,,,
SNA,2024-06-30,20,,,,,
KEY,2024-06-30,40,,,,,
SON,2024-06-30,15,,,,,
SONY,2024-06-30,25,,,,,
SCG1,2024-06-30,55,,,,,
EIX,2024-06-30,55,,,,,
SRE2,2024-06-30,55,,,,,
AWR,2024-06-30,55,,,,,
SO,2024-06-30,55,,,,,
SNT1,2024-06-30,10,,,,,
LUV,2024-06-30,20,,,,,
SWX,2024-06-30,55,,,,,
T,2024-06-30,50,,,,,
AEP13,2024-06-30,55,,,,,
SWN,2024-06-30,10,,,,,
NCE2,2024-06-30,55,,,,,
AEBI,2024-06-30,20,,,,,
STAA,2024-06-30,35,,,,,
SMP,2024-06-30,25,,,,,
SXI,2024-06-30,20,,,,,
SWK,2024-06-30,20,,,,,
STT,2024-06-30,40,,,,,
SCL,2024-06-30,15,,,,,
STC,2024-06-30,40,,,,,
PSA,2024-06-30,60,,,,,
SYK,2024-06-30,35,,,,,
NAVI,2024-06-30,40,,,,,
RGR,2024-06-30,25,,,,,
SMFG,2024-06-30,40,,,,,
SSUP,2024-06-30,25,,,,,
SGC,2024-06-30,25,,,,,
TPHS,2024-06-30,60,,,,,
ACNT,2024-06-30,15,,,,,
SYY,2024-06-30,30,,,,,
TTDKY,2024-06-30,45,,,,,
TE1,2024-06-30,55,,,,,
TISI,2024-06-30,20,,,,,
SSY,2024-06-30,35,,,,,
TRC,2024-06-30,60,,,,,
ATI,2024-06-30,20,,,,,
TFX,2024-06-30,35,,,,,
TDS,2024-06-30,50,,,,,
TNC,2024-06-30,20,,,,,
3015A,2024-06-30,,,,,,
TER,2024-06-30,45,,,,,
UAL2,2024-06-30,20,,,,,
TXN,2024-06-30,45,,,,,
PNM2,2024-06-30,55,,,,,
TPL,2024-06-30,10,,,,,
TXT,2024-06-30,20,,,,,
TMO,2024-06-30,35,,,,,
TDW,2024-06-30,10,,,,,
GURU,2024-06-30,,,,,,
TKR,2024-06-30,20,,,,,
TOFB,2024-06-30,30,,,,,
FE3,2024-06-30,55,,,,,
TR,2024-06-30,30,,,,,
GL,2024-06-30,40,,,,,
TNLX,2024-06-30,45,,,,,
E1,2024-06-30,10,,,,,
TRNS,2024-06-30,20,,,,,
TRN,2024-06-30,20,,,,,
TRT,2024-06-30,45,,,,,
VNRX,2024-06-30,35,,,,,
TWIN,2024-06-30,20,,,,,
TYL,2024-06-30,45,,,,,
TSN,2024-06-30,30,,,,,
UAL,2024-06-30,20,,,,,
UGI,2024-06-30,55,,,,,
UFI,2024-06-30,25,,,,,
UL,2024-06-30,30,,,,,
DOW2,2024-06-30,15,,,,,
AEE,2024-06-30,55,,,,,
DUK7,2024-06-30,55,,,,,
UNP,2024-06-30,20,,,,,
UNTC,2024-06-30,10,,,,,
UDR,2024-06-30,60,,,,,
UG,2024-06-30,30,,,,,
UNH,2024-06-30,35,,,,,
UMBF,2024-06-30,40,,,,,
UMH,2024-06-30,60,,,,,
UPS,2024-06-30,20,,,,,
UAMY,2024-06-30,15,,,,,
USEG,2024-06-30,10,,,,,
RTX,2024-06-30,20,,,,,
LNW,2024-06-30,25,,,,,
UTL,2024-06-30,55,,,,,
SXT,2024-06-30,15,,,,,
UVV,2024-06-30,30,,,,,
UUU,2024-06-30,45,,,,,
UHS,2024-06-30,35,,,,,
UTMD,2024-06-30,35,,,,,
VFC,2024-06-30,25,,,,,
VSEC,2024-06-30,20,,,,,
VMI,2024-06-30,20,,,,,
VECO,2024-06-30,45,,,,,
D1,2024-06-30,55,,,,,
VSH,2024-06-30,45,,,,,
VLVLY,2024-06-30,20,,,,,
VNO,2024-06-30,60,,,,,
VMC,2024-06-30,15,,,,,
GHC,2024-06-30,25,,,,,
ELME,2024-06-30,60,,,,,
AVA,2024-06-30,55,,,,,
WSO,2024-06-30,20,,,,,
WMK,2024-06-30,30,,,,,
GBR,2024-06-30,60,,,,,
WST,2024-06-30,35,,,,,
WDC,2024-06-30,45,,,,,
WEYS,2024-06-30,25,,,,,
WY,2024-06-30,60,,,,,
WHR,2024-06-30,25,,,,,
WMB,2024-06-30,10,,,,,
WEC,2024-06-30,55,,,,,
LNT,2024-06-30,55,,,,,
WWW,2024-06-30,25,,,,,
WWD,2024-06-30,20,,,,,
XRX,2024-06-30,45,,,,,
YORW,2024-06-30,55,,,,,
SPB,2024-06-30,30,,,,,
ZION,2024-06-30,40,,,,,
FLUX,2024-06-30,20,,,,,
OSK,2024-06-30,20,,,,,
WTM,2024-06-30,40,,,,,
YYY,2024-06-30,,,,,,
QLYS,2024-06-30,45,,,,,
SKFRY,2024-06-30,20,,,,,
ALEX,2024-06-30,60,,,,,
SF,2024-06-30,40,,,,,
OVV,2024-06-30,10,,,,,
LCII,2024-06-30,25,,,,,
JKHY,2024-06-30,40,,,,,
ASB,2024-06-30,40,,,,,
APRD,2024-06-30,,,,,,
APRH,2024-06-30,,,,,,
NMIH,2024-06-30,40,,,,,
TFC,2024-06-30,40,,,,,
VLY,2024-06-30,40,,,,,
ARKR,2024-06-30,25,,,,,
PPCB,2024-06-30,35,,,,,
SPHY,2024-06-30,,,,,,
NGVC,2024-06-30,30,,,,,
NE,2024-06-30,10,,,,,
EMLP,2024-06-30,,,,,,
SDOG,2024-06-30,,,,,,
RBB,2024-06-30,40,,,,,
LAND,2024-06-30,60,,,,,
ALTX,2024-06-30,10,,,,,
ELA,2024-06-30,25,,,,,
MS,2024-06-30,40,,,,,
TROW,2024-06-30,40,,,,,
NNN,2024-06-30,60,,,,,
MSFT,2024-06-30,45,,,,,
COTY,2024-06-30,30,,,,,
RGEN,2024-06-30,35,,,,,
XOMA,2024-06-30,35,,,,,
ASTE,2024-06-30,20,,,,,
WERN,2024-06-30,20,,,,,
MPLX,2024-06-30,10,,,,,
DLHC,2024-06-30,20,,,,,
BNI1,2024-06-30,20,,,,,
EUSP,2024-06-30,55,,,,,
VGZ,2024-06-30,15,,,,,
REFR,2024-06-30,45,,,,,
NHYDY,2024-06-30,15,,,,,
SHEL,2024-06-30,10,,,,,
HOG,2024-06-30,25,,,,,
SKYW,2024-06-30,20,,,,,
GROW,2024-06-30,40,,,,,
POR,2024-06-30,55,,,,,
IT,2024-06-30,45,,,,,
WTS,2024-06-30,20,,,,,
PDEX,2024-06-30,35,,,,,
NVR,2024-06-30,25,,,,,
WKC,2024-06-30,10,,,,,
CLFD,2024-06-30,45,,,,,
ATUS,2024-06-30,50,,,,,
JOE,2024-06-30,60,,,,,
HHS,2024-06-30,50,,,,,
LNT2,2024-06-30,55,,,,,
CX2,2024-06-30,55,,,,,
DJCO,2024-06-30,45,,,,,
HSTC,2024-06-30,35,,,,,
CYAN,2024-06-30,30,,,,,
VHI,2024-06-30,15,,,,,
EHC,2024-06-30,35,,,,,
PAMT,2024-06-30,20,,,,,
CNO,2024-06-30,40,,,,,
0191A,2024-06-30,55,,,,,
MHO,2024-06-30,25,,,,,
WACLY,2024-06-30,25,,,,,
MRTN,2024-06-30,20,,,,,
FI,2024-06-30,40,,,,,
BCS,2024-06-30,40,,,,,
JECFF,2024-06-30,10,,,,,
CVM,2024-06-30,35,,,,,
ABEO,2024-06-30,35,,,,,
APYX,2024-06-30,35,,,,,
UNM,2024-06-30,40,,,,,
VRTC,2024-06-30,45,,,,,
PEG1,2024-06-30,55,,,,,
CCEP,2024-06-30,30,,,,,
STKL,2024-06-30,30,,,,,
PPC,2024-06-30,30,,,,,
CATX,2024-06-30,35,,,,,
JJSF,2024-06-30,30,,,,,
DKL,2024-06-30,10,,,,,
HTLD,2024-06-30,20,,,,,
ICAD,2024-06-30,35,,,,,
SPFF,2024-06-30,,,,,,
PFXF,2024-06-30,,,,,,
SUN,2024-06-30,10,,,,,
MKL,2024-06-30,40,,,,,
OSUR,2024-06-30,35,,,,,
FRPH,2024-06-30,60,,,,,
DWAS,2024-06-30,,,,,,
PLXS,2024-06-30,45,,,,,
IOR,2024-06-30,40,,,,,
CDZI,2024-06-30,55,,,,,
IMKTA,2024-06-30,30,,,,,
XWEL,2024-06-30,25,,,,,
JFTH,2024-06-30,30,,,,,
SNV,2024-06-30,40,,,,,
RDNT,2024-06-30,35,,,,,
JACK,2024-06-30,25,,,,,
DOC,2024-06-30,60,,,,,
ICAGY,2024-06-30,20,,,,,
LADX,2024-06-30,35,,,,,
ICCC,2024-06-30,35,,,,,
KRMD,2024-06-30,35,,,,,
GLGDF,2024-06-30,15,,,,,
CFNB,2024-06-30,40,,,,,
BHP,2024-06-30,15,,,,,
PGR,2024-06-30,40,,,,,
RLI,2024-06-30,40,,,,,
WEC2,2024-06-30,55,,,,,
STCB,2024-06-30,25,,,,,
ASM,2024-06-30,15,,,,,
CDNS,2024-06-30,45,,,,,
BRK1,2024-06-30,55,,,,,
BRK2,2024-06-30,55,,,,,
BRY,2024-06-30,10,,,,,
OPY,2024-06-30,40,,,,,
PED,2024-06-30,10,,,,,
SNGX,2024-06-30,35,,,,,
0189A,2024-06-30,25,,,,,
CMCL,2024-06-30,15,,,,,
RBTK,2024-06-30,15,,,,,
MBI,2024-06-30,40,,,,,
BDN,2024-06-30,60,,,,,
MIDD,2024-06-30,20,,,,,
EQC,2024-06-30,60,,,,,
UHT,2024-06-30,60,,,,,
CPSH,2024-06-30,45,,,,,
CNMD,2024-06-30,35,,,,,
GRST,2024-06-30,35,,,,,
TEF,2024-06-30,50,,,,,
MDIV,2024-06-30,,,,,,
TDIV,2024-06-30,,,,,,
XRAY,2024-06-30,35,,,,,
IEP,2024-06-30,20,,,,,
FUN,2024-06-30,25,,,,,
PSKY,2024-06-30,50,,,,,
ZTS,2024-06-30,35,,,,,
PMDI,2024-06-30,35,,,,,
MHGU,2024-06-30,25,,,,,
NAII,2024-06-30,30,,,,,
HRTX,2024-06-30,35,,,,,
FICO,2024-06-30,45,,,,,
RGLS,2024-06-30,35,,,,,
TTSH,2024-06-30,25,,,,,
SMC,2024-06-30,10,,,,,
COOP,2024-06-30,40,,,,,
JOUT,2024-06-30,25,,,,,
GBCS,2024-06-30,60,,,,,
BTT,2024-06-30,,,,,,
CMS1,2024-06-30,55,,,,,
VGR,2024-06-30,30,,,,,
MEOH,2024-06-30,15,,,,,
SCHW,2024-06-30,40,,,,,
CLH,2024-06-30,20,,,,,
PCAR1,2024-06-30,40,,,,,
BDRBF,2024-06-30,20,,,,,
AIN,2024-06-30,20,,,,,
AEP10,2024-06-30,55,,,,,
4779B,2024-06-30,40,,,,,
FKWL,2024-06-30,45,,,,,
MITK,2024-06-30,45,,,,,
UMEWF,2024-06-30,30,,,,,
SAN,2024-06-30,40,,,,,
VTDRF,2024-06-30,10,,,,,
FULT,2024-06-30,40,,,,,
CADE,2024-06-30,40,,,,,
FAST,2024-06-30,20,,,,,
TATT,2024-06-30,20,,,,,
WABC,2024-06-30,40,,,,,
HLF,2024-06-30,30,,,,,
APH,2024-06-30,45,,,,,
IPAR,2024-06-30,30,,,,,
PII,2024-06-30,25,,,,,
ONEXF,2024-06-30,40,,,,,
WFG,2024-06-30,15,,,,,
AD,2024-06-30,50,,,,,
MAN,2024-06-30,20,,,,,
ITIC,2024-06-30,40,,,,,
DX,2024-06-30,40,,,,,
MGM,2024-06-30,25,,,,,
FM,2024-06-30,,,,,,
ATE1,2024-06-30,55,,,,,
LVMUY,2024-06-30,25,,,,,
WM,2024-06-30,20,,,,,
IMG,2024-06-30,30,,,,,
VEGA,2024-06-30,,,,,,
SSP,2024-06-30,50,,,,,
TEVA,2024-06-30,35,,,,,
SAMG,2024-06-30,40,,,,,
COHR,2024-06-30,45,,,,,
MERC,2024-06-30,15,,,,,
LNT1,2024-06-30,55,,,,,
FCX,2024-06-30,15,,,,,
AB,2024-06-30,40,,,,,
WPP,2024-06-30,50,,,,,
ELUXY,2024-06-30,25,,,,,
ODP,2024-06-30,25,,,,,
NEN,2024-06-30,60,,,,,
CET,2024-06-30,,,,,,
ECF,2024-06-30,,,,,,
CLM,2024-06-30,,,,,,
INSI,2024-06-30,,,,,,
DNP,2024-06-30,,,,,,
CRF,2024-06-30,,,,,,
CIK,2024-06-30,,,,,,
GAB,2024-06-30,,,,,,
EEA,2024-06-30,,,,,,
ASG,2024-06-30,,,,,,
JHI,2024-06-30,,,,,,
HQH,2024-06-30,,,,,,
SWZ,2024-06-30,,,,,,
KF,2024-06-30,,,,,,
USA,2024-06-30,,,,,,
MCI,2024-06-30,,,,,,
HYB,2024-06-30,,,,,,
NNY,2024-06-30,,,,,,
PAI,2024-06-30,,,,,,
PEO,2024-06-30,,,,,,
PIM,2024-06-30,,,,,,
RVT,2024-06-30,,,,,,
TSI,2024-06-30,,,,,,
SABA,2024-06-30,,,,,,
LEO,2024-06-30,,,,,,
MTH,2024-06-30,25,,,,,
ARCH,2024-06-30,15,,,,,
CMT,2024-06-30,15,,,,,
NABZY,2024-06-30,40,,,,,
WRB,2024-06-30,40,,,,,
CINF,2024-06-30,40,,,,,
ORI,2024-06-30,40,,,,,
BGB,2024-06-30,,,,,,
TLTD,2024-06-30,,,,,,
TLTE,2024-06-30,,,,,,
MGPI,2024-06-30,30,,,,,
VOD,2024-06-30,50,,,,,
DDD,2024-06-30,20,,,,,
EIX1,2024-06-30,55,,,,,
DVN,2024-06-30,10,,,,,
LH,2024-06-30,35,,,,,
DMF,2024-06-30,,,,,,
VASO,2024-06-30,35,,,,,
LWAY,2024-06-30,30,,,,,
MFA,2024-06-30,40,,,,,
5672A,2024-06-30,40,,,,,
BKT,2024-06-30,,,,,,
MCBK,2024-06-30,40,,,,,
AGM,2024-06-30,40,,,,,
5685B,2024-06-30,55,,,,,
BBVA,2024-06-30,40,,,,,
SRCE,2024-06-30,40,,,,,
FMCC,2024-06-30,40,,,,,
ZTR,2024-06-30,,,,,,
CAPL,2024-06-30,10,,,,,
WWR,2024-06-30,20,,,,,
VLO,2024-06-30,10,,,,,
TRS,2024-06-30,15,,,,,
IEX,2024-06-30,20,,,,,
MCN1,2024-06-30,55,,,,,
REPYY,2024-06-30,10,,,,,
AKZOY,2024-06-30,15,,,,,
MLI,2024-06-30,20,,,,,
BPPTU,2024-06-30,10,,,,,
WEBNF,2024-06-30,40,,,,,
MPV,2024-06-30,,,,,,
VLT,2024-06-30,,,,,,
PVLUF,2024-06-30,40,,,,,
TECH,2024-06-30,35,,,,,
BRO,2024-06-30,40,,,,,
RAVI,2024-06-30,,,,,,
CRH,2024-06-30,15,,,,,
CIN3,2024-06-30,55,,,,,
TG,2024-06-30,15,,,,,
NGLOY,2024-06-30,15,,,,,
HSBC,2024-06-30,40,,,,,
BNPQY,2024-06-30,40,,,,,
AVVIY,2024-06-30,40,,,,,
DNKEY,2024-06-30,40,,,,,
DB,2024-06-30,40,,,,,
AEG,2024-06-30,40,,,,,
NMR,2024-06-30,40,,,,,
ING,2024-06-30,40,,,,,
NWG,2024-06-30,40,,,,,
TKOMY,2024-06-30,40,,,,,
IX,2024-06-30,40,,,,,
UOVEY,2024-06-30,40,,,,,
TRI,2024-06-30,20,,,,,
ALIZY,2024-06-30,40,,,,,
DBSDY,2024-06-30,40,,,,,
PUK,2024-06-30,40,,,,,
SCGLY,2024-06-30,40,,,,,
HGBL,2024-06-30,40,,,,,
GEN,2024-06-30,45,,,,,
ANZGY,2024-06-30,40,,,,,
LYG,2024-06-30,40,,,,,
IVPAF,2024-06-30,15,,,,,
JOYY,2024-06-30,50,,,,,
SPHD,2024-06-30,,,,,,
QRHC,2024-06-30,20,,,,,
IEMG,2024-06-30,,,,,,
8622B,2024-06-30,40,,,,,
MRCC,2024-06-30,40,,,,,
BGH,2024-06-30,,,,,,
INVU,2024-06-30,45,,,,,
ABBV,2024-06-30,35,,,,,
APAM,2024-06-30,40,,,,,
GMRE,2024-06-30,60,,,,,
OFS,2024-06-30,40,,,,,
SCM,2024-06-30,40,,,,,
6120B,2024-06-30,40,,,,,
CGNX,2024-06-30,45,,,,,
WES,2024-06-30,10,,,,,
ENTA,2024-06-30,35,,,,,
SABK,2024-06-30,40,,,,,
AGRPY,2024-06-30,40,,,,,
ISNPY,2024-06-30,40,,,,,
VOYA,2024-06-30,40,,,,,
CRUS,2024-06-30,45,,,,,
FRFHF,2024-06-30,40,,,,,
LEA,2024-06-30,25,,,,,
EOG,2024-06-30,10,,,,,
BCC,2024-06-30,20,,,,,
ARDC,2024-06-30,,,,,,
SILJ,2024-06-30,,,,,,
SFBS,2024-06-30,40,,,,,
GLAI,2024-06-30,20,,,,,
AEF,2024-06-30,,,,,,
NTR,2024-06-30,15,,,,,
HGKGY,2024-06-30,55,,,,,
LSCC,2024-06-30,45,,,,,
NSRGY,2024-06-30,30,,,,,
PHDG,2024-06-30,,,,,,
WHF,2024-06-30,40,,,,,
GHI,2024-06-30,40,,,,,
TMHC,2024-06-30,25,,,,,
AROW,2024-06-30,40,,,,,
AAME,2024-06-30,40,,,,,
NBN,2024-06-30,40,,,,,
CPF,2024-06-30,40,,,,,
MRGR,2024-06-30,,,,,,
DGII,2024-06-30,45,,,,,
DGICA,2024-06-30,40,,,,,
HRGN,2024-06-30,35,,,,,
AAMCF,2024-06-30,60,,,,,
EA,2024-06-30,50,,,,,
PRTA,2024-06-30,35,,,,,
CIA,2024-06-30,40,,,,,
FBNC,2024-06-30,40,,,,,
CHCO,2024-06-30,40,,,,,
CBU,2024-06-30,40,,,,,
GHY,2024-06-30,,,,,,
QDF,2024-06-30,,,,,,
QDEF,2024-06-30,,,,,,
FBP,2024-06-30,40,,,,,
PCLB,2024-06-30,40,,,,,
GBCI,2024-06-30,40,,,,,
FRME,2024-06-30,40,,,,,
TVTX,2024-06-30,35,,,,,
ELLH,2024-06-30,15,,,,,
LFT,2024-06-30,40,,,,,
INDB,2024-06-30,40,,,,,
IBCP,2024-06-30,40,,,,,
ATNM,2024-06-30,35,,,,,
HARL,2024-06-30,40,,,,,
HIFS,2024-06-30,40,,,,,
ANY,2024-06-30,45,,,,,
OFG,2024-06-30,40,,,,,
PEBK,2024-06-30,40,,,,,
FUBO,2024-06-30,50,,,,,
LSXMK,2024-06-30,50,,,,,
GCTK,2024-06-30,35,,,,,
MCY,2024-06-30,40,,,,,
ONB,2024-06-30,40,,,,,
PEBO,2024-06-30,40,,,,,
SIGI,2024-06-30,40,,,,,
STD2,2024-06-30,40,,,,,
WSFS,2024-06-30,40,,,,,
WAFD,2024-06-30,40,,,,,
WBS,2024-06-30,40,,,,,
WSBC,2024-06-30,40,,,,,
GAYGF,2024-06-30,15,,,,,
ACNB,2024-06-30,40,,,,,
HURA,2024-06-30,35,,,,,
SNFCA,2024-06-30,40,,,,,
SBCF,2024-06-30,40,,,,,
XXII,2024-06-30,30,,,,,
FFBC,2024-06-30,40,,,,,
GM2,2024-06-30,40,,,,,
BLFS,2024-06-30,35,,,,,
ISEYF,2024-06-30,45,,,,,
ADKT,2024-06-30,40,,,,,
TALO,2024-06-30,10,,,,,
TMP,2024-06-30,40,,,,,
TRST,2024-06-30,40,,,,,
UBSI,2024-06-30,40,,,,,
UFCS,2024-06-30,40,,,,,
ASRV,2024-06-30,40,,,,,
NVEE,2024-06-30,20,,,,,
FUND,2024-06-30,,,,,,
CWGL,2024-06-30,30,,,,,
SBSW,2024-06-30,15,,,,,
PFSI,2024-06-30,40,,,,,
BIZD,2024-06-30,,,,,,
FPE,2024-06-30,,,,,,
ARTNA,2024-06-30,55,,,,,
XSLV,2024-06-30,,,,,,
XMLV,2024-06-30,,,,,,
OKAIF,2024-06-30,35,,,,,
MRINQ,2024-06-30,45,,,,,
AHOTF,2024-06-30,60,,,,,
SPVNF,2024-06-30,45,,,,,
AMPG,2024-06-30,45,,,,,
BIT,2024-06-30,,,,,,
NVGS,2024-06-30,10,,,,,
AIF,2024-06-30,,,,,,
ATLCY,2024-06-30,20,,,,,
HYLS,2024-06-30,,,,,,
BASFY,2024-06-30,15,,,,,
PEX,2024-06-30,,,,,,
IBTX,2024-06-30,40,,,,,
DANOY,2024-06-30,30,,,,,
KNOP,2024-06-30,10,,,,,
DRIO,2024-06-30,35,,,,,
DIV,2024-06-30,,,,,,
CMRX,2024-06-30,35,,,,,
CCNE,2024-06-30,40,,,,,
BHRB,2024-06-30,40,,,,,
BURCA,2024-06-30,20,,,,,
AHH,2024-06-30,60,,,,,
AMH,2024-06-30,60,,,,,
BKSC,2024-06-30,40,,,,,
RZLT,2024-06-30,35,,,,,
ADMA,2024-06-30,35,,,,,
CCFN,2024-06-30,40,,,,,
SRLN,2024-06-30,,,,,,
BRZU,2024-06-30,,,,,,
KORU,2024-06-30,,,,,,
AXIM,2024-06-30,35,,,,,
CNOB,2024-06-30,40,,,,,
EKSO,2024-06-30,35,,,,,
AEYE,2024-06-30,45,,,,,
IQDF,2024-06-30,,,,,,
IQDE,2024-06-30,,,,,,
SUND,2024-06-30,40,,,,,
IQDY,2024-06-30,,,,,,
HASI,2024-06-30,40,,,,,
MTUM,2024-06-30,,,,,,
SIZE,2024-06-30,,,,,,
VLUE,2024-06-30,,,,,,
CNAF,2024-06-30,40,,,,,
LITB,2024-06-30,25,,,,,
MBGYY,2024-06-30,25,,,,,
PP,2024-06-30,,,,,,
DMB,2024-06-30,,,,,,
DSL,2024-06-30,,,,,,
EARN,2024-06-30,40,,,,,
TMUS,2024-06-30,50,,,,,
NIC,2024-06-30,40,,,,,
CHMG,2024-06-30,40,,,,,
RITM,2024-06-30,40,,,,,
FWFW,2024-06-30,45,,,,,
FTSL,2024-06-30,,,,,,
SCPX,2024-06-30,35,,,,,
BIOF,2024-06-30,10,,,,,
IQV,2024-06-30,35,,,,,
SFM,2024-06-30,30,,,,,
GFI,2024-06-30,15,,,,,
HYHG,2024-06-30,,,,,,
CSTM,2024-06-30,15,,,,,
BLUE,2024-06-30,35,,,,,
CCS,2024-06-30,25,,,,,
ENBP,2024-06-30,40,,,,,
EU,2024-06-30,10,,,,,
DGRW,2024-06-30,,,,,,
ATLX,2024-06-30,15,,,,,
EXSR,2024-06-30,40,,,,,
COMM,2024-06-30,45,,,,,
CZNC,2024-06-30,40,,,,,
FPF,2024-06-30,,,,,,
DFP,2024-06-30,,,,,,
NWSA,2024-06-30,50,,,,,
NDLS,2024-06-30,25,,,,,
FNB,2024-06-30,40,,,,,
TIPX,2024-06-30,,,,,,
WDIV,2024-06-30,,,,,,
REXR,2024-06-30,60,,,,,
CHMI,2024-06-30,40,,,,,
AZULQ,2024-06-30,20,,,,,
FMBL,2024-06-30,40,,,,,
RVNU,2024-06-30,,,,,,
BNDX,2024-06-30,,,,,,
VWOB,2024-06-30,,,,,,
TGEN,2024-06-30,20,,,,,
ARTHQ,2024-06-30,35,,,,,
BYU,2024-06-30,20,,,,,
AGIO,2024-06-30,35,,,,,
ESPR,2024-06-30,35,,,,,
TRAW,2024-06-30,35,,,,,
EVOK,2024-06-30,35,,,,,
FDBC,2024-06-30,40,,,,,
PGHY,2024-06-30,,,,,,
FBAK,2024-06-30,40,,,,,
ANIP,2024-06-30,35,,,,,
ISRA,2024-06-30,,,,,,
FCF,2024-06-30,40,,,,,
IDOG,2024-06-30,,,,,,
OPPJ,2024-06-30,,,,,,
FVCB,2024-06-30,40,,,,,
CSHX,2024-06-30,40,,,,,
THFF,2024-06-30,40,,,,,
ASC,2024-06-30,10,,,,,
DSS,2024-06-30,20,,,,,
CWEN,2024-06-30,55,,,,,
FKYS,2024-06-30,40,,,,,
SPSM,2024-06-30,,,,,,
FLIC,2024-06-30,40,,,,,
USFD,2024-06-30,30,,,,,
PGEN,2024-06-30,35,,,,,
FOXF,2024-06-30,25,,,,,
BUSE,2024-06-30,40,,,,,
EQX,2024-06-30,15,,,,,
FUNC,2024-06-30,40,,,,,
QUAL,2024-06-30,,,,,,
BRX,2024-06-30,60,,,,,
FRAF,2024-06-30,40,,,,,
DOGP,2024-06-30,35,,,,,
BLNE,2024-06-30,30,,,,,
DGRS,2024-06-30,,,,,,
LPCN,2024-06-30,35,,,,,
KIO,2024-06-30,,,,,,
ALRS,2024-06-30,40,,,,,
SPNT,2024-06-30,40,,,,,
AR,2024-06-30,10,,,,,
FUJHY,2024-06-30,25,,,,,
FJTSY,2024-06-30,45,,,,,
PAGP,2024-06-30,10,,,,,
DGRE,2024-06-30,,,,,,
KWEB,2024-06-30,,,,,,
FMF,2024-06-30,,,,,,
LGMK,2024-06-30,35,,,,,
IRT,2024-06-30,60,,,,,
MUSA,2024-06-30,25,,,,,
MLPX,2024-06-30,,,,,,
IPWR,2024-06-30,20,,,,,
HONT,2024-06-30,40,,,,,
HBNC,2024-06-30,40,,,,,
FNDB,2024-06-30,,,,,,
FNDX,2024-06-30,,,,,,
FNDA,2024-06-30,,,,,,
FNDF,2024-06-30,,,,,,
FNDC,2024-06-30,,,,,,
FNDE,2024-06-30,,,,,,
CLRO,2024-06-30,45,,,,,
CHGG,2024-06-30,25,,,,,
FATE,2024-06-30,35,,,,,
AAOI,2024-06-30,45,,,,,
RMAX,2024-06-30,60,,,,,
FID,2024-06-30,,,,,,
CANN,2024-06-30,20,,,,,
MSFU,2024-06-30,,,,,,
PINC,2024-06-30,35,,,,,
GLOB,2024-06-30,45,,,,,
LGIH,2024-06-30,25,,,,,
RNG,2024-06-30,45,,,,,
DEO,2024-06-30,30,,,,,
MGNX,2024-06-30,35,,,,,
ASXC,2024-06-30,35,,,,,
CRSXQ,2024-06-30,15,,,,,
ASAPF,2024-06-30,35,,,,,
ACAN,2024-06-30,35,,,,,
CBFV,2024-06-30,40,,,,,
PTC,2024-06-30,45,,,,,
KEWL,2024-06-30,15,,,,,
KNBWY,2024-06-30,30,,,,,
LKFN,2024-06-30,40,,,,,
DOMH,2024-06-30,40,,,,,
ESNT,2024-06-30,40,,,,,
CRTO,2024-06-30,50,,,,,
NEAR,2024-06-30,,,,,,
LRFC,2024-06-30,40,,,,,
GLPI,2024-06-30,60,,,,,
RGT,2024-06-30,,,,,,
DBEU,2024-06-30,,,,,,
HAUZ,2024-06-30,,,,,,
RDIV,2024-06-30,,,,,,
PBPB,2024-06-30,25,,,,,
TCSGQ,2024-06-30,25,,,,,
ESBA,2024-06-30,60,,,,,
JNUG,2024-06-30,,,,,,
JDST,2024-06-30,,,,,,
WIX,2024-06-30,45,,,,,
COSM,2024-06-30,35,,,,,
EXPI,2024-06-30,60,,,,,
CBIO,2024-06-30,35,,,,,
CUEN,2024-06-30,50,,,,,
RIGS,2024-06-30,,,,,,
AMRX,2024-06-30,35,,,,,
MI,2024-06-30,50,,,,,
TNDM,2024-06-30,35,,,,,
NFRA,2024-06-30,,,,,,
NOBL,2024-06-30,,,,,,
ULST,2024-06-30,,,,,,
TRVN,2024-06-30,35,,,,,
DLNG,2024-06-30,10,,,,,
KPTI,2024-06-30,35,,,,,
XNCR,2024-06-30,35,,,,,
IPO,2024-06-30,,,,,,
MFBP,2024-06-30,40,,,,,
VCYT,2024-06-30,35,,,,,
MCHB,2024-06-30,40,,,,,
SLQD,2024-06-30,,,,,,
SHYG,2024-06-30,,,,,,
