date,GICS Sector,RET_SEC,MKT_SEC
2015-09-30,Consumer Discretionary,-0.0009571065514446352,1403444430592600.0
2015-09-30,Consumer Staples,0.007570791383910564,1810298089564520.0
2015-09-30,Energy,-0.06171133828389227,1056494570470000.0
2015-09-30,Financials,-0.03892967582483377,2416911378336180.0
2015-09-30,Health Care,-0.04778188733348674,2291508734520370.0
2015-09-30,Industrials,-0.013769446083921258,1585001551760250.0
2015-09-30,Information Technology,-0.005116692522217047,2452504719880000.0
2015-09-30,Materials,-0.06670588056035993,467488346430000.0
2015-09-30,Real Estate,0.017886530436861673,456472733466160.0
2015-09-30,Utilities,0.03217679714792162,554179541060000.0
2015-10-30,Communication Services,0.10759147299512556,1438176447933280.0
2015-10-30,Consumer Discretionary,0.10800743016005393,1539586897032030.0
2015-10-30,Consumer Staples,0.047335985416951144,1892149172877220.0
2015-10-30,Energy,0.11311313688644731,1171624462630000.0
2015-10-30,Financials,0.06987831591975951,2565972290623570.0
2015-10-30,Health Care,0.074261950019392,2448808531268350.0
2015-10-30,Industrials,0.0957126125750036,1716417115942310.0
2015-10-30,Information Technology,0.09842499074648221,2658227149606660.0
2015-10-30,Materials,0.1874664794658422,547021142738980.0
2015-10-30,Real Estate,0.07642384972530261,492749242909870.0
2015-10-30,Utilities,0.011680412618188828,560086608120000.0
2015-11-30,Communication Services,0.006585295927479726,1441812378233360.0
2015-11-30,Consumer Discretionary,0.016445027405299538,1552658589152430.0
2015-11-30,Consumer Staples,-0.004000570135955799,1875417102097310.0
2015-11-30,Energy,-0.004934378878779535,1153514831360000.0
2015-11-30,Financials,0.024688127573692584,2612134167520000.0
2015-11-30,Health Care,0.0010521561685261115,2443092666598300.0
2015-11-30,Industrials,0.013374468471464028,1729367412889600.0
2015-11-30,Information Technology,0.009946514071179562,2663661938818050.0
2015-11-30,Materials,0.011696102114661487,550004299879600.0
2015-11-30,Real Estate,0.001057653457857097,491421720209950.0
2015-11-30,Utilities,-0.019669302700626848,546731510350000.0
2015-12-31,Communication Services,-0.0036464458722717855,1451600908440200.0
2015-12-31,Consumer Discretionary,-0.0047493375822618,1540908503061390.0
2015-12-31,Consumer Staples,0.02752451924572153,1906839531034000.0
2015-12-31,Energy,-0.09628914477706434,1027386348770000.0
2015-12-31,Financials,-0.028848707907272533,2533793743811510.0
2015-12-31,Health Care,0.011612392916157583,2461473980783470.0
2015-12-31,Industrials,-0.019991943938392903,1688371531602740.0
2015-12-31,Information Technology,-0.03393794790843352,2562061108821440.0
2015-12-31,Materials,-0.03925890078103164,525588287601010.0
2015-12-31,Real Estate,0.02014532805117656,498369093453240.0
2015-12-31,Utilities,0.02233661765774545,556849761980000.0
2016-01-29,Communication Services,-0.0018723014031999615,1436579164055940.0
2016-01-29,Consumer Discretionary,-0.05950004450326172,1434937526284710.0
2016-01-29,Consumer Staples,0.014864592988651544,1930177832163280.0
2016-01-29,Energy,-0.013087271781653545,1006907165590000.0
2016-01-29,Financials,-0.09231814913385458,2301204425428520.0
2016-01-29,Health Care,-0.058984325545551504,2299764766956980.0
2016-01-29,Industrials,-0.05741922881537429,1582732319590000.0
2016-01-29,Information Technology,-0.06258764084731251,2385914671120200.0
2016-01-29,Materials,-0.12126282002845487,457397271990000.0
2016-01-29,Real Estate,-0.02524156049813263,486463962759020.0
2016-01-29,Utilities,0.05187983738462087,585156868970000.0
2016-02-29,Communication Services,-0.011814342356313345,1415844420813300.0
2016-02-29,Consumer Discretionary,-0.0042640867212600355,1416580234261260.0
2016-02-29,Consumer Staples,0.0024659161580275982,1934573491604660.0
2016-02-29,Energy,-0.004285498677250345,995199322820000.0
2016-02-29,Financials,-0.034720217914200095,2197895974351370.0
2016-02-29,Health Care,4.550071013551286e-05,2279804676881890.0
2016-02-29,Industrials,0.041212799295385426,1606767593944850.0
2016-02-29,Information Technology,0.00027664879137280263,2380085718125650.0
2016-02-29,Materials,0.11327031449756511,497256651730000.0
2016-02-29,Real Estate,-0.004409979802099899,492334407852690.0
2016-02-29,Utilities,0.02077019520249036,594333488090000.0
2016-03-31,Communication Services,0.060839881036790465,1498915088423610.0
2016-03-31,Consumer Discretionary,0.07267699325289947,1507746798214720.0
2016-03-31,Consumer Staples,0.05076833088623264,2017660739942900.0
2016-03-31,Energy,0.08525670957458238,1074144278718820.0
2016-03-31,Financials,0.06552772258895476,2332295508458890.0
2016-03-31,Health Care,0.04298868308844553,2374908663684300.0
2016-03-31,Industrials,0.07712014777527224,1718850083046060.0
2016-03-31,Information Technology,0.10840388397554526,2619992044590000.0
2016-03-31,Materials,0.08102884189008602,532620721488720.0
2016-03-31,Real Estate,0.10442591855008199,537859643224240.0
2016-03-31,Utilities,0.08307377647112277,641524132840000.0
2016-04-29,Communication Services,-0.02287990768958714,1454863335789080.0
2016-04-29,Consumer Discretionary,0.01142021135518672,1512717280536820.0
2016-04-29,Consumer Staples,-0.013371156118178764,1976919207775000.0
2016-04-29,Energy,0.07901421057162984,1164370919759180.0
2016-04-29,Financials,0.043401464226616254,2453455769808260.0
2016-04-29,Health Care,0.04146188581815081,2462279204933910.0
2016-04-29,Industrials,0.013806434484407801,1731492202695480.0
2016-04-29,Information Technology,-0.0632627120820458,2437949722040000.0
2016-04-29,Materials,0.049575838857688764,556815808090000.0
2016-04-29,Real Estate,-0.02201718630522111,524776424762670.0
2016-04-29,Utilities,-0.024531159782463615,626009050720000.0
2016-05-31,Communication Services,0.030798522305154258,1494950402523300.0
2016-05-31,Consumer Discretionary,0.01636303064825827,1531945229897330.0
2016-05-31,Consumer Staples,0.01644626879907403,2004366623035630.0
2016-05-31,Energy,0.0028705430976576334,1159929766270000.0
2016-05-31,Financials,0.026155349981340895,2502610686332470.0
2016-05-31,Health Care,0.019903063642627727,2494143675427280.0
2016-05-31,Industrials,-0.0001111715043279979,1719649105165680.0
2016-05-31,Information Technology,0.06486299899047691,2583670461534460.0
2016-05-31,Materials,-0.010394388383058645,547288549524730.0
2016-05-31,Real Estate,0.02645211188016311,538942796063820.0
2016-05-31,Utilities,0.016925919573372084,636300667890000.0
2016-06-30,Communication Services,0.013022898208703483,1543685041672160.0
2016-06-30,Consumer Discretionary,-0.01088817944964877,1510728310479970.0
2016-06-30,Consumer Staples,0.052915564806798765,2100298315928540.0
2016-06-30,Energy,0.03530757514774853,1198957235848820.0
2016-06-30,Financials,-0.05937798806674449,2343434055988870.0
2016-06-30,Health Care,0.01974469338370062,2535657287599160.0
2016-06-30,Industrials,0.015679203104776614,1738340978413850.0
2016-06-30,Information Technology,-0.020173483654560377,2512903802166000.0
2016-06-30,Materials,-0.005130565376975269,541746409574140.0
2016-06-30,Real Estate,0.06965213198362759,572542753840550.0
2016-06-30,Utilities,0.08034952276096903,683508749995540.0
2016-07-29,Communication Services,0.046971764252674096,1605010047343240.0
2016-07-29,Consumer Discretionary,0.06326694269593641,1599177289141000.0
2016-07-29,Consumer Staples,-0.0013066196036492954,2081388262198400.0
2016-07-29,Energy,-0.018719625574206783,1173364553700000.0
2016-07-29,Financials,0.04771230104648672,2437780062526980.0
2016-07-29,Health Care,0.047807702262954714,2628791498055110.0
2016-07-29,Industrials,0.030215662256694583,1796039909312550.0
2016-07-29,Information Technology,0.0765775625816329,2693642442580000.0
2016-07-29,Materials,0.05847024502952941,572670841056950.0
2016-07-29,Real Estate,0.018061321791807722,584321095485070.0
2016-07-29,Utilities,-0.006601329177154234,679217928400270.0
2016-08-31,Communication Services,-0.0156240980798515,1575656831277800.0
2016-08-31,Consumer Discretionary,-0.007482362608516293,1577518496384590.0
2016-08-31,Consumer Staples,-0.010008020129149177,2054125478461130.0
2016-08-31,Energy,0.015772057469621792,1183116815120000.0
2016-08-31,Financials,0.05488231254186344,2551364825316810.0
2016-08-31,Health Care,-0.02678851154134372,2534885017284480.0
2016-08-31,Industrials,0.011652992923763273,1805103957974790.0
2016-08-31,Information Technology,0.028069797531639826,2754714225640000.0
2016-08-31,Materials,-0.0007520042720906763,568423399557780.0
2016-08-31,Real Estate,-0.03669874889824458,560784194661060.0
2016-08-31,Utilities,-0.05466645344022924,643383672420000.0
2016-09-30,Communication Services,0.006790229693966794,1586146739219280.0
2016-09-30,Consumer Discretionary,0.009304362253329023,1592715101473100.0
2016-09-30,Consumer Staples,-0.010710977787344042,2024575148366700.0
2016-09-30,Energy,0.02653650374988294,1209928065550000.0
2016-09-30,Financials,-0.01621834813417396,2503699345585760.0
2016-09-30,Health Care,-0.002807564986999921,2519734909367620.0
2016-09-30,Industrials,0.0032705568421045068,1817261122955130.0
2016-09-30,Information Technology,0.030358713662069513,2829831443808440.0
2016-09-30,Materials,-0.014973940472709817,557339519540000.0
2016-09-30,Real Estate,-0.006243143763830063,552351167596570.0
2016-09-30,Utilities,0.003406594863530426,643585219480000.0
2016-10-31,Communication Services,-0.014289798465655517,1549744587819920.0
2016-10-31,Consumer Discretionary,-0.03580086167535505,1527427691066120.0
2016-10-31,Consumer Staples,-0.008340400897672556,2001151763010000.0
2016-10-31,Energy,-0.025800875024000004,1174143124240000.0
2016-10-31,Financials,0.0243916036679422,2544719675377970.0
2016-10-31,Health Care,-0.06169516901508781,2355797747521290.0
2016-10-31,Industrials,-0.017800106802564553,1769150593288730.0
2016-10-31,Information Technology,-0.0006053398337019559,2811076811786890.0
2016-10-31,Materials,-0.004858007571304353,548738528550000.0
2016-10-31,Real Estate,-0.04313320126181941,529647108992450.0
2016-10-31,Utilities,0.009151702140898804,648963746900000.0
2016-11-30,Communication Services,0.032332826304804003,1593034791958180.0
2016-11-30,Consumer Discretionary,0.03688276281549099,1559955638261530.0
2016-11-30,Consumer Staples,-0.026546661606320195,1934063922460000.0
2016-11-30,Energy,0.08055481204156273,1263119667350000.0
2016-11-30,Financials,0.12373793716861778,2816773172344200.0
2016-11-30,Health Care,0.014332909385455811,2367180090176400.0
2016-11-30,Industrials,0.09374844250084095,1920154321104110.0
2016-11-30,Information Technology,0.022326716121387397,2853094236513530.0
2016-11-30,Materials,0.0878844279656664,590993543692830.0
2016-11-30,Real Estate,-0.038794229948050936,509974081134750.0
2016-11-30,Utilities,-0.05300635227280089,611394464920000.0
2016-12-30,Communication Services,0.04311958048485438,1659533140337540.0
2016-12-30,Consumer Discretionary,0.0058265536952774805,1564060001287350.0
2016-12-30,Consumer Staples,0.026363175749357193,1972656503410000.0
2016-12-30,Energy,0.022714431222700626,1289309736900700.0
2016-12-30,Financials,0.0353625726041863,2908878432533200.0
2016-12-30,Health Care,0.012751012704608334,2388133758483250.0
2016-12-30,Industrials,0.010048570905266554,1933343074269240.0
2016-12-30,Information Technology,0.02115927951016554,2894305618498550.0
2016-12-30,Materials,0.005871198058224261,591717715055260.0
2016-12-30,Real Estate,0.043620413597148015,531728127772800.0
2016-12-30,Utilities,0.04935738938177154,639526850610000.0
2017-01-31,Communication Services,0.0405064146465081,1715272686674440.0
2017-01-31,Consumer Discretionary,0.0498853368325544,1618580435497010.0
2017-01-31,Consumer Staples,0.010351732359547824,1987590822817290.0
2017-01-31,Energy,-0.03240470509789036,1246082448710700.0
2017-01-31,Financials,0.011030682149635583,2926303176851580.0
2017-01-31,Health Care,0.027705349088859056,2450341868938980.0
2017-01-31,Industrials,0.017878819081569495,1958166569179270.0
2017-01-31,Information Technology,0.04171072111980093,3006815938314340.0
2017-01-31,Materials,0.05091233746289355,620302282908760.0
2017-01-31,Real Estate,0.0034489541262004617,533326164474560.0
2017-01-31,Utilities,0.015085762071771007,648530444510000.0
2017-02-28,Communication Services,0.008560330632502751,1741510050547480.0
2017-02-28,Consumer Discretionary,0.029820013764550846,1661636213971590.0
2017-02-28,Consumer Staples,0.04818942253765744,2058765755898590.0
2017-02-28,Energy,-0.019844820791007103,1215090539659300.0
2017-02-28,Financials,0.05440383370221199,3064850826111830.0
2017-02-28,Health Care,0.06427356871246477,2578422771587030.0
2017-02-28,Industrials,0.037905203680169114,2013529266999250.0
2017-02-28,Information Technology,0.062332959170154655,3172126800389360.0
2017-02-28,Materials,0.017021681472470296,636593345443070.0
2017-02-28,Real Estate,0.046985456944106586,566153841225020.0
2017-02-28,Utilities,0.05467055031843247,682714720400000.0
2017-03-31,Communication Services,0.010986229338656579,1747827827379380.0
2017-03-31,Consumer Discretionary,0.03043772736535076,1700024608346120.0
2017-03-31,Consumer Staples,-0.002099618822104968,2041752521157050.0
2017-03-31,Energy,-0.0059797798949876935,1205500075440000.0
2017-03-31,Financials,-0.020292968074933894,2994892063616290.0
2017-03-31,Health Care,0.0006663538068047614,2572203360504440.0
2017-03-31,Industrials,-0.003396206426293513,2003123432466250.0
2017-03-31,Information Technology,0.027714908171429766,3250255394523470.0
2017-03-31,Materials,0.008683715882695616,638895762904100.0
2017-03-31,Real Estate,-0.0009707296170061366,569602229183310.0
2017-03-31,Utilities,-0.0006672053092064898,680027248740000.0
2017-04-28,Communication Services,0.032617924032663635,1793434547061920.0
2017-04-28,Consumer Discretionary,0.034018061516693475,1752900082570780.0
2017-04-28,Consumer Staples,0.011210456068073344,2059248808911130.0
2017-04-28,Energy,-0.022891264518001636,1182787925930730.0
2017-04-28,Financials,0.0007533909242087012,2985791554404110.0
2017-04-28,Health Care,0.01545883138769968,2605161379855400.0
2017-04-28,Industrials,0.020086059760599448,2035266784909580.0
2017-04-28,Information Technology,0.010844470398440182,3271157764926730.0
2017-04-28,Materials,0.004382786676530808,642285215488720.0
2017-04-28,Real Estate,0.008177139168333254,573822351010890.0
2017-04-28,Utilities,0.00852034867633732,685803951760000.0
2017-05-31,Communication Services,0.02729069705910753,1835062480633860.0
2017-05-31,Consumer Discretionary,0.03672109676074171,1806279122930820.0
2017-05-31,Consumer Staples,0.03278390270581006,2104063698934070.0
2017-05-31,Energy,-0.031105581097754225,1138296444538980.0
2017-05-31,Financials,-0.001136529011868284,2960942838387130.0
2017-05-31,Health Care,0.01673786661180657,2633894887101260.0
2017-05-31,Industrials,0.016073672455236693,2056754207759880.0
2017-05-31,Information Technology,0.04832912436763476,3403455394858730.0
2017-05-31,Materials,-0.00922319369714103,635380241235030.0
2017-05-31,Real Estate,0.01958590599142735,581801543835910.0
2017-05-31,Utilities,0.0412167183903174,716740333780000.0
2017-06-30,Communication Services,-0.04534582120448568,1746342122793770.0
2017-06-30,Consumer Discretionary,-0.0017358714663979961,1796121116765340.0
2017-06-30,Consumer Staples,-0.028066385108740138,2042587146471960.0
2017-06-30,Energy,0.006565996185218897,1143335843000000.0
2017-06-30,Financials,0.05894834942317669,3127222890702650.0
2017-06-30,Health Care,0.04298310763806164,2739158313572020.0
2017-06-30,Industrials,0.016006945783349182,2080156861563490.0
2017-06-30,Information Technology,-0.022176838458881677,3310654483907690.5
2017-06-30,Materials,0.024716591776975952,648288983588720.0
2017-06-30,Real Estate,0.014308704645570013,586960561230560.0
2017-06-30,Utilities,-0.02473734045796184,696997209050000.0
2017-07-31,Communication Services,0.0534181947840572,1828325092180000.0
2017-07-31,Consumer Discretionary,-0.00283030201473873,1782762160207150.0
2017-07-31,Consumer Staples,0.013975102127566131,2051299721790610.0
2017-07-31,Energy,0.031085517666751515,1193040216478980.0
2017-07-31,Financials,0.02304936327210339,3171415584538770.0
2017-07-31,Health Care,0.00570301615293899,2745125827507440.0
2017-07-31,Industrials,0.009972700421901154,2078983775447620.0
2017-07-31,Information Technology,0.03530431773853909,3415693256751690.0
2017-07-31,Materials,0.023930830098401447,660305677338220.0
2017-07-31,Real Estate,0.013808197801449816,603284475462000.0
2017-07-31,Utilities,0.02656223859099813,717420877580000.0
2017-08-31,Communication Services,-0.006929401332127988,1810597469650570.0
2017-08-31,Consumer Discretionary,0.004170810295989971,1779012690311610.0
2017-08-31,Consumer Staples,-0.010058312738838521,2014093431819040.0
2017-08-31,Energy,-0.040430390627807185,1135983666880000.0
2017-08-31,Financials,-0.010869430735455137,3134830416077390.0
2017-08-31,Health Care,0.02293030536397537,2796388946578960.0
2017-08-31,Industrials,0.0007413856476631978,2069590878814230.0
2017-08-31,Information Technology,0.043361471403423,3547741152075940.0
2017-08-31,Materials,0.013849738609103893,668241121224060.0
2017-08-31,Real Estate,0.02949805661418123,619177053498350.0
2017-08-31,Utilities,0.03448167946067939,738494734867660.0
2017-09-29,Communication Services,0.003408775423092108,1810928031870790.0
2017-09-29,Consumer Discretionary,0.02335331914073033,1817905441683370.0
2017-09-29,Consumer Staples,-0.005246597045842218,1994348891330270.0
2017-09-29,Energy,0.0880107930971421,1232012397058980.0
2017-09-29,Financials,0.053152871841430624,3295394474235890.0
2017-09-29,Health Care,0.01629319678532473,2829558270774740.0
2017-09-29,Industrials,0.04646251818555634,2155713787576110.0
2017-09-29,Information Technology,0.004287390166737462,3538440424315110.0
2017-09-29,Materials,0.04225940097776439,372276255904100.0
2017-09-29,Real Estate,-0.01722396386184242,610002819557570.0
2017-09-29,Utilities,-0.024314036215292826,718235436500000.0
2017-10-31,Communication Services,-0.0026901958043855905,1790874531034740.0
2017-10-31,Consumer Discretionary,0.0551733231718583,1916252482033100.0
2017-10-31,Consumer Staples,0.005403642329524907,2000489350490000.0
2017-10-31,Energy,-0.007926494510600499,1216758357460000.0
2017-10-31,Financials,0.03625738028104552,3388889905515190.0
2017-10-31,Health Care,0.005288559955998487,2825986884733200.0
2017-10-31,Industrials,0.012353156843661771,2166221307550360.0
2017-10-31,Information Technology,0.09160943216085375,3852126909842100.0
2017-10-31,Materials,0.040552272816599746,386250794943690.0
2017-10-31,Real Estate,0.02128867200755975,622215625664670.0
2017-10-31,Utilities,0.035245779627641895,740625127203980.0
2017-11-30,Communication Services,0.033751457431124024,1843137215100690.0
2017-11-30,Consumer Discretionary,0.06012169884549856,2017429796152240.0
2017-11-30,Consumer Staples,0.061285467473248555,2112151011885420.0
2017-11-30,Energy,0.01645038338458721,1239854513528390.0
2017-11-30,Financials,0.034088550561016284,3477817944325050.0
2017-11-30,Health Care,0.0328880202909621,2927212297568520.0
2017-11-30,Industrials,0.04126540174751568,2242103894811420.0
2017-11-30,Information Technology,0.019908589164272742,3905440496346380.0
2017-11-30,Materials,0.015390858008590975,391316497273920.0
2017-11-30,Real Estate,0.0255335208235426,641313771264940.0
2017-11-30,Utilities,0.02510533497839138,755969892876020.0
2017-12-29,Communication Services,0.037219347206272894,1908145718435090.0
2017-12-29,Consumer Discretionary,0.017775784208031734,2068089087078430.0
2017-12-29,Consumer Staples,0.023722614829586187,2153439520722100.0
2017-12-29,Energy,0.04512330959400037,1292218687650000.0
2017-12-29,Financials,0.017935535073073824,3531628839630670.0
2017-12-29,Health Care,-0.00948045240371577,2901247524678720.0
2017-12-29,Industrials,0.021925240574283546,2282487774622720.0
2017-12-29,Information Technology,-0.0029656060245808165,3879623623387050.0
2017-12-29,Materials,0.05437392038120942,408808215157400.0
2017-12-29,Real Estate,-0.0024996872480227503,636242686899590.0
2017-12-29,Utilities,-0.06217224627097726,705182113830000.0
2018-01-31,Communication Services,0.09103913155142587,2061923235795090.0
2018-01-31,Consumer Discretionary,0.1128526536669221,2286100618229680.0
2018-01-31,Consumer Staples,0.024760574213157322,2186947211658180.0
2018-01-31,Energy,0.039798496255794846,1343355721831610.0
2018-01-31,Financials,0.07113565322677597,3757152378714530.0
2018-01-31,Health Care,0.07468457113290393,3103807105282810.0
2018-01-31,Industrials,0.05368030356729577,2393912823995780.0
2018-01-31,Information Technology,0.0728049571199823,4142708613042620.0
2018-01-31,Materials,0.038230201090799165,424667021522880.0
2018-01-31,Real Estate,-0.010280994003628635,628619953987640.0
2018-01-31,Utilities,-0.029302380936443388,685781652960000.0
2018-02-28,Communication Services,-0.058382345318818515,1934415287334950.0
2018-02-28,Consumer Discretionary,-0.01912230409724218,2320313490606560.0
2018-02-28,Consumer Staples,-0.0802391239285076,2000479846931170.0
2018-02-28,Energy,-0.10520977433749298,1187708022736780.0
2018-02-28,Financials,-0.02342644605615543,3642331765646760.0
2018-02-28,Health Care,-0.039913042482078116,2959897152048660.0
2018-02-28,Industrials,-0.037497097742882464,2286014313467520.0
2018-02-28,Information Technology,0.02010733384682964,4196705652833620.0
2018-02-28,Materials,-0.05180579266976951,401188686042640.0
2018-02-28,Real Estate,-0.06175050393699721,618631404468990.0
2018-02-28,Utilities,-0.037558251800633886,656400303632060.0
2018-03-29,Communication Services,-0.03541049246122004,1876608182057210.0
2018-03-29,Consumer Discretionary,-0.02287592605179574,2254828065984580.0
2018-03-29,Consumer Staples,-0.007898447026610775,1981166309089500.0
2018-03-29,Energy,0.010947260768973129,1196842454848390.0
2018-03-29,Financials,-0.0399496130927542,3476968417128680.0
2018-03-29,Health Care,-0.028029722358074587,2854043428130830.0
2018-03-29,Industrials,-0.022046104746008575,2227276531943280.0
2018-03-29,Information Technology,-0.0262487688898717,4050019357254240.0
2018-03-29,Materials,-0.021910810132982034,390219516853480.0
2018-03-29,Real Estate,0.03846403593009766,653758997381940.0
2018-03-29,Utilities,0.04177880962701644,683617902010000.0
2018-04-30,Communication Services,-0.015618864845480982,1823295924129860.0
2018-04-30,Consumer Discretionary,0.042315005278811726,2334492360377720.0
2018-04-30,Consumer Staples,-0.03800131031136511,1893170535364800.0
2018-04-30,Energy,0.0869272614954964,1294365406610000.0
2018-04-30,Financials,0.0035545729241814638,3473679463020510.0
2018-04-30,Health Care,0.019319281856877937,2892023422453760.0
2018-04-30,Industrials,-0.020317591436352474,2166539859395260.0
2018-04-30,Information Technology,-0.007993409300020212,3994199638006619.5
2018-04-30,Materials,-0.006473290499125298,386191161418940.0
2018-04-30,Real Estate,-0.010162556826894136,648735290134580.0
2018-04-30,Utilities,0.024152231988810502,702252806920000.0
